accel_x[m/s^2],accel_y[m/s^2],accel_z[m/s^2],gyro_x[rad/s],gyro_y[rad/s],gyro_z[rad/s],mag_x[uT],mag_y[uT],mag_z[uT]
2.97,10.8,13.24,2.97,10.8,13.24,-9.43,5.55,-8.09
2.97,10.8,13.24,2.97,10.8,13.24,-9.43,5.55,-8.09
2.75,9.71,13.16,2.75,9.71,13.16,-7.3,1.97,-7.75
1.81,9.7,13.15,1.81,9.7,13.15,-10.68,1.79,-10.67
1.22,9.16,13.21,1.22,9.16,13.21,-10.32,-1.08,-11.36
1.19,9.59,13.32,1.19,9.59,13.32,-11.92,-2.33,-14.98
0.67,9.59,13.2,0.67,9.59,13.2,-12.1,-6.09,-16.17
0.38,10.42,13.12,0.38,10.42,13.12,-11.39,-8.96,-18.59
-0.41,11.62,13.02,-0.41,11.62,13.02,-11.04,-9.31,-18.94
-1.64,14.09,12.88,-1.64,14.09,12.88,-12.99,-12.72,-21.17
-2.68,17.03,12.6,-2.68,17.03,12.6,-9.79,-15.59,-22.55
-3.72,20.3,12.29,-3.72,20.3,12.29,-9.26,-18.27,-25.83
-4.74,23.88,12.02,-4.74,23.88,12.02,-8.72,-19.53,-26.69
-4.76,25.05,13,-4.76,25.05,13,-7.12,-21.86,-30.98
-2.79,10.93,13.04,-2.79,10.93,13.04,-5.16,-22.75,-32.19
-4.09,15.87,14.13,-4.09,15.87,14.13,-3.38,-24.55,-34.94
-4.6,13.53,13.59,-4.6,13.53,13.59,-2.49,-27.23,-35.47
-6.18,19.8,13.04,-6.18,19.8,13.04,0,-28.31,-37.88
-5.71,20.25,12.8,-5.71,20.25,12.8,2.13,-28.31,-39.25
-5.86,20.84,13.73,-5.86,20.84,13.73,2.31,-31.36,-41.47
-5.05,22.58,15.03,-5.05,22.58,15.03,4.8,-30.28,-43.56
-3.85,17.84,15.09,-3.85,17.84,15.09,7.3,-31.36,-45.28
-4.88,18.95,14.75,-4.88,18.95,14.75,8.9,-31.89,-47.84
-7.84,24.88,15.15,-7.84,24.88,15.15,11.75,-31.89,-49.91
-6.61,18.62,14.58,-6.61,18.62,14.58,11.92,-32.44,-50.78
-7.56,18.61,15.48,-7.56,18.61,15.48,14.77,-32.78,-52.5
-9.55,20.45,16.34,-9.55,20.45,16.34,17.62,-31,-53.53
-10.37,19.34,17.12,-10.37,19.34,17.12,18.52,-33.31,-54.06
-11.42,19.64,17.77,-11.42,19.64,17.77,21,-30.11,-55.78
-11.98,18.66,17.83,-11.98,18.66,17.83,23.14,-31.53,-57.84
-13.82,19.22,18.05,-13.82,19.22,18.05,25.62,-31.17,-58.53
-15.38,18.83,18.45,-15.38,18.83,18.45,26.34,-30.81,-60.59
-16.31,16.22,18.47,-16.31,16.22,18.47,28.66,-30.64,-58.34
-16.56,14.92,18.5,-16.56,14.92,18.5,30.8,-30.64,-61.12
-16.19,12.05,18.23,-16.19,12.05,18.23,33.09,-29.75,-60.94
-15.47,11.45,17.84,-15.47,11.45,17.84,34.88,-29.03,-61.97
-14.82,10.2,17.58,-14.82,10.2,17.58,34.53,-29.75,-62.31
-14.09,10.14,17.72,-14.09,10.14,17.72,36.5,-29.2,-63.19
-13.18,9.59,17.56,-13.18,9.59,17.56,37.19,-28.48,-62.5
-12.5,9.74,17.16,-12.5,9.74,17.16,38.44,-27.95,-62.66
-11.65,9.19,16.59,-11.65,9.19,16.59,37.91,-28.84,-63.53
-11.02,9.1,16.36,-11.02,9.1,16.36,38.62,-28.48,-63.88
-10.82,8.88,16.27,-10.82,8.88,16.27,38.97,-28.12,-63.88
-10.19,8.79,16.16,-10.19,8.79,16.16,38.62,-30.28,-61.81
-9.4,8.7,16.03,-9.4,8.7,16.03,37.91,-29.56,-62.84
-8.74,8.75,15.73,-8.74,8.75,15.73,37.91,-30.64,-62.84
-8.59,9.64,15.24,-8.59,9.64,15.24,37.38,-30.11,-59.56
-7.69,9.75,14.84,-7.69,9.75,14.84,36.5,-29.92,-59.41
-6.49,9.45,14.53,-6.49,9.45,14.53,34.88,-31.53,-60.25
-5.29,9.45,14.31,-5.29,9.45,14.31,34.72,-31,-58
-4.03,9.25,14.19,-4.03,9.25,14.19,32.75,-32.25,-58.19
-3.01,9.04,13.94,-3.01,9.04,13.94,30.97,-32.97,-56.12
-1.83,8.27,13.81,-1.83,8.27,13.81,29.91,-32.59,-56.12
-1.06,7.84,13.59,-1.06,7.84,13.59,27.23,-33.84,-54.91
-0.1,7.6,13.4,-0.1,7.6,13.4,25.28,-35.47,-53.03
0.78,6.5,13.64,0.78,6.5,13.64,24.56,-34.75,-52
1.58,6.03,13.32,1.58,6.03,13.32,21.36,-34.41,-50.62
2.19,5.34,13.13,2.19,5.34,13.13,18.33,-35.28,-49.06
2.71,4.62,13.03,2.71,4.62,13.03,16.38,-32.97,-46.81
3.3,3.32,12.96,3.3,3.32,12.96,13.7,-34.22,-45.97
3.9,2.52,13.01,3.9,2.52,13.01,10.86,-33.16,-43.91
4.22,1.3,13.07,4.22,1.3,13.07,7.12,-32.97,-43.03
8.53,-1.34,14.15,8.53,-1.34,14.15,4.63,-31.53,-40.62
9.03,-4.08,12.23,9.03,-4.08,12.23,3.38,-31,-38.72
7.59,0.92,12.1,7.59,0.92,12.1,1.25,-29.2,-37
8.1,-2.95,11.57,8.1,-2.95,11.57,0.89,-29.2,-35.28
6.47,0.53,13.32,6.47,0.53,13.32,-0.53,-27.77,-34.94
3.35,-3.54,11.27,3.35,-3.54,11.27,-3.38,-25.98,-33.22
4.04,-3.05,10.63,4.04,-3.05,10.63,-4.09,-25.27,-31.84
7.06,-4.31,11.16,7.06,-4.31,11.16,-4.09,-24.19,-30.12
8.49,-5.27,10.66,8.49,-5.27,10.66,-3.92,-23.66,-28.58
9.29,-7,9.8,9.29,-7,9.8,-2.85,-24.36,-28.23
9.35,-4.68,9.88,9.35,-4.68,9.88,-3.56,-26.16,-26.52
9.02,-3.81,10.64,9.02,-3.81,10.64,-0.53,-27.41,-23.58
8.41,-3.18,11.18,8.41,-3.18,11.18,1.6,-28.12,-20.48
8.99,-3.58,11.16,8.99,-3.58,11.16,4.09,-27.77,-20.83
9.76,-2.7,10.93,9.76,-2.7,10.93,7.12,-27.59,-19.28
10.91,-1.48,10.52,10.91,-1.48,10.52,10.32,-30.45,-16.52
12.16,-0.29,10.27,12.16,-0.29,10.27,16.73,-33.31,-16.88
14.41,2.5,10.17,14.41,2.5,10.17,20.11,-33.16,-14.63
15.06,3.27,9.95,15.06,3.27,9.95,24.73,-33.5,-13.95
14.27,5.05,9.97,14.27,5.05,9.97,29.02,-33.84,-12.22
13.62,6.55,9.48,13.62,6.55,9.48,34,-33.16,-10.84
13.35,9.4,9.42,13.35,9.4,9.42,39.88,-31.53,-9.64
13.2,11.09,9.23,13.2,11.09,9.23,43.97,-29.56,-10.16
11.82,11.9,8.88,11.82,11.9,8.88,47.34,-27.23,-8.95
8.29,11.36,9.62,8.29,11.36,9.62,51.81,-25.62,-7.06
3.69,10.84,8.57,3.69,10.84,8.57,56.44,-20.25,-3.62
3.92,12.81,6.99,3.92,12.81,6.99,59.62,-18.45,-4.65
4.31,31.19,11.31,4.31,31.19,11.31,61.94,-13.98,-3.1
1.36,11.48,10.66,1.36,11.48,10.66,62.66,-10.39,-1.38
-2.02,16.36,9.25,-2.02,16.36,9.25,64.62,-10.21,-0.52
-5.57,19.05,6.72,-5.57,19.05,6.72,63.19,-6.99,2.24
-5.01,17.88,7.81,-5.01,17.88,7.81,64.44,-2.15,0.34
-5.18,17.72,9.44,-5.18,17.72,9.44,64.25,-2.69,2.24
-6.41,15.08,8.64,-6.41,15.08,8.64,64.44,0.36,4.13
-7.24,14.12,7.62,-7.24,14.12,7.62,63.19,4.12,2.58
-7.83,13.02,8.32,-7.83,13.02,8.32,62.31,5.73,4.82
-8.98,11.75,8.48,-8.98,11.75,8.48,60.53,6.45,5.85
-11.53,10.13,7.81,-11.53,10.13,7.81,61.59,10.03,5.51
-11.69,8.09,7.29,-11.69,8.09,7.29,59.62,9.13,6.37
-12.9,6.01,7.84,-12.9,6.01,7.84,59.09,12.54,5.51
-12.88,4.79,7.94,-12.88,4.79,7.94,59.47,11.47,8.26
-13.11,4.93,7.66,-13.11,4.93,7.66,58.56,12.01,7.4
-12.3,4.38,7.62,-12.3,4.38,7.62,56.78,13.08,7.4
-11.84,5.25,7.8,-11.84,5.25,7.8,56.44,11.29,9.12
-11.12,4.33,7.12,-11.12,4.33,7.12,56.59,11.83,8.26
-11.35,4.52,6.68,-11.35,4.52,6.68,56.59,11.47,9.3
-11.35,2.87,6.81,-11.35,2.87,6.81,55.19,11.47,8.61
-11.41,2.1,6.93,-11.41,2.1,6.93,55.19,10.75,9.98
-10.52,1.15,6.38,-10.52,1.15,6.38,56.78,8.06,10.5
-9.68,0.83,6.12,-9.68,0.83,6.12,55.91,6.45,9.98
-9.4,1.28,6.15,-9.4,1.28,6.15,54.66,6.63,9.81
-9.09,2.1,5.84,-9.09,2.1,5.84,54.81,3.22,10.67
-8.69,2.72,5.46,-8.69,2.72,5.46,56.97,0.72,9.98
-8.07,3.37,5.34,-8.07,3.37,5.34,55,-0.9,10.16
-7.51,3.74,5.16,-7.51,3.74,5.16,54.28,-4.12,9.81
-7.51,3.79,4.78,-7.51,3.79,4.78,51.44,-4.48,10.5
-8.24,4.14,4.56,-8.24,4.14,4.56,50.56,-8.96,9.64
-9.7,4.54,4.38,-9.7,4.54,4.38,48.25,-10.93,8.78
-11.76,5.75,4.05,-11.76,5.75,4.05,47.16,-11.29,9.12
-15.19,8.14,3.46,-15.19,8.14,3.46,43.59,-14.16,10.84
-18.89,13.07,2.44,-18.89,13.07,2.44,39.88,-17.56,11.36
-15.87,15.63,2.5,-15.87,15.63,2.5,37.38,-17.92,10.67
-8.89,8.84,3.13,-8.89,8.84,3.13,32.56,-18.45,8.44
-6.47,10.74,3.97,-6.47,10.74,3.97,29.02,-18.09,8.09
-5.04,9.7,3.86,-5.04,9.7,3.86,24.2,-20.06,8.26
-3.67,11.37,3.21,-3.67,11.37,3.21,20.47,-18.45,7.75
-1.76,12.5,1.42,-1.76,12.5,1.42,16.73,-14.7,5.51
0.4,12.05,0.46,0.4,12.05,0.46,12.28,-13.08,6.02
2.53,11.32,-0.21,2.53,11.32,-0.21,8.01,-12.01,4.65
4.71,12.86,0.9,4.71,12.86,0.9,6.77,-9.31,4.48
6.03,8.87,1.31,6.03,8.87,1.31,3.03,-3.4,2.24
6.2,9.39,1.09,6.2,9.39,1.09,1.6,-2.33,2.93
9.92,7.74,-1.36,9.92,7.74,-1.36,0.18,1.97,1.89
11.7,7.61,-1.58,11.7,7.61,-1.58,-0.53,5.91,1.21
12.34,2.52,-1.17,12.34,2.52,-1.17,-0.53,9.85,0.86
11.04,4.8,-1.17,11.04,4.8,-1.17,-0.53,11.29,-0.17
10.57,5.64,-1.22,10.57,5.64,-1.22,-0.89,13.8,-0.86
9.24,4.35,-0.3,9.24,4.35,-0.3,-1.07,16.84,-1.38
9.86,2.78,-0.21,9.86,2.78,-0.21,-0.18,17.73,-2.58
10.63,1.77,-0.75,10.63,1.77,-0.75,-0.36,18.62,-2.75
11.75,3.4,-0.99,11.75,3.4,-0.99,-1.07,17.92,-4.13
12.54,4.55,-0.92,12.54,4.55,-0.92,-2.31,16.66,-5.34
12.39,6.92,-1.08,12.39,6.92,-1.08,-4.8,15.23,-4.99
13.6,8.81,-1.74,13.6,8.81,-1.74,-4.98,11.83,-5.51
14.38,10.18,-2.36,14.38,10.18,-2.36,-8.01,9.49,-7.4
13.49,11.29,-2.28,13.49,11.29,-2.28,-9.26,5.73,-7.57
11.67,13.28,-1.85,11.67,13.28,-1.85,-8.37,-0.54,-6.02
9.29,15.3,-1.86,9.29,15.3,-1.86,-8.01,-2.69,-9.12
6.56,18.05,-2.26,6.56,18.05,-2.26,-6.94,-6.27,-9.81
3.2,18.78,-2.04,3.2,18.78,-2.04,-6.05,-10.75,-9.64
0.74,18,0,0.74,18,0,-4.98,-13.62,-11.7
-0.87,15.77,-0.45,-0.87,15.77,-0.45,-2.67,-19.53,-11.88
-1.3,14.36,0.02,-1.3,14.36,0.02,-2.49,-20.06,-10.33
-1.91,12.91,0.23,-1.91,12.91,0.23,0.89,-23.47,-12.91
-2.85,12.69,0.47,-2.85,12.69,0.47,4.27,-26.88,-14.12
-4.35,11.52,0.52,-4.35,11.52,0.52,7.12,-28.31,-13.77
-4.45,11.52,0.83,-4.45,11.52,0.83,9.79,-29.92,-14.29
-4.54,9.65,0.96,-4.54,9.65,0.96,12.99,-33.84,-17.39
-4.47,8.61,0.95,-4.47,8.61,0.95,15.84,-33.5,-17.05
-5.69,7.43,0.76,-5.69,7.43,0.76,18.52,-35.47,-16.52
-7.11,7.28,0.85,-7.11,7.28,0.85,20.64,-37.62,-18.94
-8.11,6.31,0.8,-8.11,6.31,0.8,24.56,-37.62,-18.59
-8.17,5.43,0.73,-8.17,5.43,0.73,29.38,-38.88,-19.11
-7.77,4.78,0.69,-7.77,4.78,0.69,32.03,-37.62,-21.34
-8.02,4.38,0.87,-8.02,4.38,0.87,33.47,-39.41,-23.06
-7.84,4.86,1.11,-7.84,4.86,1.11,33.62,-38.88,-22.2
-7.92,5.18,1.02,-7.92,5.18,1.02,38.28,-38.53,-23.92
-7.57,5.21,1.13,-7.57,5.21,1.13,40.03,-37.44,-23.92
-7.57,4.79,1.18,-7.57,4.79,1.18,41.81,-38.53,-25.66
-7.62,4.25,1.1,-7.62,4.25,1.1,44.69,-37.44,-27.03
-7.58,4.2,1.21,-7.58,4.2,1.21,45.38,-35.28,-28.41
-8.12,3.62,0.87,-8.12,3.62,0.87,48.59,-36.38,-29.44
-8.82,3.44,0.34,-8.82,3.44,0.34,48.78,-35.47,-28.58
-8.77,2.48,0.32,-8.77,2.48,0.32,49.31,-34.94,-30.81
-8.45,2.62,0.61,-8.45,2.62,0.61,50.19,-34.75,-32.69
-9.02,3.39,0.55,-9.02,3.39,0.55,50.03,-34.22,-32.88
-9.12,4.04,0.6,-9.12,4.04,0.6,50.19,-35.12,-34.78
-8.88,4.74,0.55,-8.88,4.74,0.55,51.25,-34.41,-35.47
-8.89,5.26,0.51,-8.89,5.26,0.51,51.25,-33.69,-34.78
-8.45,5.45,0.49,-8.45,5.45,0.49,50.38,-34.56,-38.03
-8.34,5.71,0.47,-8.34,5.71,0.47,48.78,-34.75,-38.22
-8.3,5.63,0.53,-8.3,5.63,0.53,50.03,-36.38,-39.06
-7.9,5.65,0.79,-7.9,5.65,0.79,48.41,-33.31,-41.31
-7.43,5.54,1.03,-7.43,5.54,1.03,47.53,-35.28,-42.19
-6.86,5.71,1.19,-6.86,5.71,1.19,48.94,-35.28,-43.22
-6.73,6.16,1.34,-6.73,6.16,1.34,47.69,-35.12,-42.69
-6.37,6.78,1.49,-6.37,6.78,1.49,45.03,-34.56,-44.25
-6.13,7.43,1.55,-6.13,7.43,1.55,44.69,-34.56,-45.62
-5.48,0,1.74,-5.48,0,1.74,43.97,-35.28,-46.66
-4.62,8.22,2.03,-4.62,8.22,2.03,43.06,-34.75,-48.19
-3.64,8.59,2.25,-3.64,8.59,2.25,40.22,-34.75,-48.53
-3.2,8.99,2.27,-3.2,8.99,2.27,37.91,-33.84,-49.75
-3.2,8.99,2.27,-3.2,8.99,2.27,37.91,-33.84,-49.75
-2.87,9.4,2.15,-2.87,9.4,2.15,37.38,-36.19,-49.22
-2.12,9.42,1.98,-2.12,9.42,1.98,35.25,-34.75,-52
-1.62,9.31,1.9,-1.62,9.31,1.9,35.06,-33.5,-50.78
-1.21,9.76,1.74,-1.21,9.76,1.74,32.94,-34.94,-53.19
-0.71,9.98,1.78,-0.71,9.98,1.78,30.97,-34.03,-53.03
-0.22,10.3,1.93,-0.22,10.3,1.93,30.44,-32.44,-54.91
0.38,9.84,2.09,0.38,9.84,2.09,29.02,-33.84,-54.91
1.24,10.27,2.31,1.24,10.27,2.31,28.84,-32.97,-55.78
2.08,9.65,2.48,2.08,9.65,2.48,26.34,-32.59,-55.78
2.86,9.81,2.58,2.86,9.81,2.58,25.98,-32.59,-56.12
3.44,9.27,2.68,3.44,9.27,2.68,25.45,-32.44,-57.31
4.21,9.31,2.68,4.21,9.31,2.68,23.14,-31.17,-56.47
4.66,8.66,2.72,4.66,8.66,2.72,22.78,-31.53,-57.5
5.33,9.04,2.81,5.33,9.04,2.81,22.08,-32.59,-57.5
5.41,8.41,2.91,5.41,8.41,2.91,19.75,-30.64,-57.66
5.77,8.89,3.03,5.77,8.89,3.03,19.05,-30.64,-58.34
6.14,8.77,3.05,6.14,8.77,3.05,19.58,-31.89,-57.84
6.77,9.18,3.14,6.77,9.18,3.14,18.52,-30.11,-58.19
7.61,8.88,3.1,7.61,8.88,3.1,17.97,-30.28,-57.31
8.14,9.17,3.23,8.14,9.17,3.23,16.55,-31,-58.69
8.91,8.57,3.11,8.91,8.57,3.11,16.55,-29.56,-57.31
9.35,8.31,3.12,9.35,8.31,3.12,15.48,-29.92,-58.69
10.2,8.98,3.04,10.2,8.98,3.04,15.31,-29.03,-57.5
10.44,9.26,2.92,10.44,9.26,2.92,14.06,-28.84,-59.41
10.46,10.6,2.77,10.46,10.6,2.77,15.48,-29.56,-58
11.03,11.41,2.41,11.03,11.41,2.41,18.16,-30.81,-56.81
11.17,13,2.42,11.17,13,2.42,16.91,-32.06,-56.97
11.5,13.49,2.45,11.5,13.49,2.45,18.16,-29.75,-56.47
11.54,12.54,2.39,11.54,12.54,2.39,18.16,-32.25,-57.16
12.03,12.86,2.35,12.03,12.86,2.35,19.41,-29.92,-54.91
12.16,12.83,2.34,12.16,12.83,2.34,18.86,-31.89,-56.12
11.95,12.75,0,11.95,12.75,0,21.72,-32.59,-56.81
11.27,13.98,2,11.27,13.98,2,21.19,-33.84,-53.88
9.06,12.88,2.1,9.06,12.88,2.1,23.67,-33.84,-53.88
0,12.35,2.27,0,12.35,2.27,23.5,-34.75,-52.69
7.58,12.41,2.41,7.58,12.41,2.41,24.39,-34.94,-52.84
7.12,11.97,2.43,7.12,11.97,2.43,25.62,-35.47,-52
6.88,11.93,2.34,6.88,11.93,2.34,26.7,-34.75,-51.66
6.77,12.43,2.36,6.77,12.43,2.36,27.95,-36.72,-49.41
7.14,11.85,2.58,7.14,11.85,2.58,30.08,-37.09,-48.38
7.26,11.81,2.53,7.26,11.81,2.53,31.33,-36.19,-47.5
7.11,11.86,2.21,7.11,11.86,2.21,33.09,-37.62,-46.47
6.18,11.69,1.9,6.18,11.69,1.9,33.28,-37.44,-44.94
4.8,11.52,1.81,4.8,11.52,1.81,35.59,-37.62,-44.41
4.07,11.65,1.86,4.07,11.65,1.86,35.25,-37.97,-44.06
3.8,12.29,1.81,3.8,12.29,1.81,37.56,-37.44,-41.47
3.76,12.83,1.63,3.76,12.83,1.63,38.62,-36,-40.44
3.39,12.66,1.35,3.39,12.66,1.35,39.34,-38.88,-38.38
3.26,13.15,1.19,3.26,13.15,1.19,40.59,-36.91,-38.56
3.04,12.48,0.98,3.04,12.48,0.98,40.41,-38.16,-35.97
2.72,12.22,0.94,2.72,12.22,0.94,41.12,-37.44,-34.59
2.64,11.7,0.94,2.64,11.7,0.94,41.12,-38.16,-32.88
2.22,11.8,0.77,2.22,11.8,0.77,41.47,-37.81,-31.84
1.86,11.75,0.61,1.86,11.75,0.61,40.59,-36.91,-31.33
1.83,11.37,0.48,1.83,11.37,0.48,42,-37.25,-29.27
2.01,11.12,0.47,2.01,11.12,0.47,43.44,-37.97,-26.17
2.01,10.54,0.42,2.01,10.54,0.42,40.59,-37.97,-27.55
1.54,10.33,0.23,1.54,10.33,0.23,41.47,-38.16,-26
1.12,10.01,0.15,1.12,10.01,0.15,42.19,-35.66,-24.27
1.06,9.99,0.22,1.06,9.99,0.22,40.75,-37.44,-22.2
1.32,9.82,0.2,1.32,9.82,0.2,38.81,-36.91,-21.34
1.47,9.48,0.03,1.47,9.48,0.03,39.34,-36.38,-21.17
1.51,9.46,-0.11,1.51,9.46,-0.11,39.34,-37.81,-18.77
1.64,8.98,0,1.64,8.98,0,37.38,-36.19,-17.56
1.75,8.46,-0.11,1.75,8.46,-0.11,37.03,-37.62,-15.49
1.95,8.19,-0.16,1.95,8.19,-0.16,35.41,-36.38,-15.32
1.77,7.38,-0.03,1.77,7.38,-0.03,33.47,-35.84,-14.8
1.46,7.19,0.06,1.46,7.19,0.06,33.62,-34.56,-13.6
1.18,6.73,0.02,1.18,6.73,0.02,31.5,-32.78,-12.56
1.22,6.79,0.04,1.22,6.79,0.04,30.44,-32.44,-11.53
1.66,6.53,0.06,1.66,6.53,0.06,30.27,-32.25,-9.98
1.71,6.26,-0.06,1.71,6.26,-0.06,28.84,-32.25,-8.26
1.96,6.53,-0.17,1.96,6.53,-0.17,27.95,-31.36,-7.75
2.14,6.22,-0.16,2.14,6.22,-0.16,25.09,-30.28,-6.71
2.56,6.61,-0.44,2.56,6.61,-0.44,23.14,-30.45,-5.51
3.2,5.84,-0.66,3.2,5.84,-0.66,23.31,-29.2,-4.65
3.69,6.46,-0.99,3.69,6.46,-0.99,22.42,-30.45,-1.72
4.39,6.11,-1.65,4.39,6.11,-1.65,21.53,-28.84,-3.62
4.89,6.86,-2.4,4.89,6.86,-2.4,19.58,-27.23,-2.41
4.97,6.35,-2.32,4.97,6.35,-2.32,19.58,-25.08,0
3.97,5.13,-1.25,3.97,5.13,-1.25,18.33,-23.11,-0.52
3.73,4.72,-0.95,3.73,4.72,-0.95,16.19,-24.55,0.86
3.99,4.65,-1.63,3.99,4.65,-1.63,17.08,-21.86,0.34
4.04,4.93,-2.58,4.04,4.93,-2.58,15.31,-21.14,1.72
4.42,4.6,-2.94,4.42,4.6,-2.94,13.88,-18.98,1.03
4.87,6.07,-3.47,4.87,6.07,-3.47,13.7,-18.09,2.93
4.66,5.32,-3.24,4.66,5.32,-3.24,12.1,-15.77,3.44
4.96,6.19,-4.12,4.96,6.19,-4.12,11.04,-15.41,4.13
5.26,5.93,-5.38,5.26,5.93,-5.38,11.04,-14.34,3.79
5.77,5.91,-5.69,5.77,5.91,-5.69,11.04,-12.18,5.16
5.88,5.17,-6.07,5.88,5.17,-6.07,8.72,-13.08,5.68
5.7,5.05,-5.76,5.7,5.05,-5.76,9.61,-11.11,7.57
5.23,4.25,-5.5,5.23,4.25,-5.5,10.5,-9.49,4.99
4.68,4.45,-5.68,4.68,4.45,-5.68,9.08,-9.13,6.37
3.06,2.43,-5.95,3.06,2.43,-5.95,8.72,-7.7,7.06
3.78,3.28,-5.6,3.78,3.28,-5.6,9.43,-5.2,6.37
4.57,4.28,-4.36,4.57,4.28,-4.36,7.83,-5.02,7.92
4.14,3.47,-4.48,4.14,3.47,-4.48,8.19,-3.58,8.61
3.19,2.15,-4.53,3.19,2.15,-4.53,7.12,-3.22,7.23
2.72,1.97,-4.22,2.72,1.97,-4.22,8.01,-1.97,7.06
2.56,0.92,-4.19,2.56,0.92,-4.19,7.48,-0.36,7.23
2.91,0.9,-4.18,2.91,0.9,-4.18,7.66,0.18,7.75
3.32,1.33,-4.23,3.32,1.33,-4.23,6.59,0.9,8.09
3.41,1.16,-4.32,3.41,1.16,-4.32,6.41,3.58,6.89
3.22,1.36,-4.17,3.22,1.36,-4.17,6.41,2.15,7.92
3.38,1.12,-4.16,3.38,1.12,-4.16,4.8,4.12,7.06
3.43,0.8,-4.29,3.43,0.8,-4.29,5.7,3.58,6.89
3.72,0.44,-4.46,3.72,0.44,-4.46,4.63,3.58,6.2
3.59,0.11,-4.56,3.59,0.11,-4.56,3.92,5.38,5.51
3.53,0.62,-4.77,3.53,0.62,-4.77,4.27,5.38,6.89
3.85,1.06,-4.94,3.85,1.06,-4.94,3.92,4.66,5.16
3.83,0.95,-5.14,3.83,0.95,-5.14,3.03,6.99,4.99
4.21,0.98,-5.23,4.21,0.98,-5.23,1.6,5.55,4.65
4.27,1.14,-5.16,4.27,1.14,-5.16,2.13,6.45,4.13
4.05,1.21,-4.95,4.05,1.21,-4.95,1.78,5.73,4.48
4.17,1.47,-4.81,4.17,1.47,-4.81,0.53,6.63,1.89
4.42,1.48,-4.65,4.42,1.48,-4.65,0.53,6.27,3.62
4.67,1.38,-4.4,4.67,1.38,-4.4,0.18,5.55,2.58
4.93,1.68,-4.23,4.93,1.68,-4.23,-0.53,5.55,2.93
4.79,1.75,-4.08,4.79,1.75,-4.08,-1.6,5.55,-0.52
4.71,2.13,-4.04,4.71,2.13,-4.04,-2.31,4.12,-0.52
4.91,2.36,-3.96,4.91,2.36,-3.96,-3.38,4.84,0.17
4.95,2.81,-3.81,4.95,2.81,-3.81,-3.56,3.58,-1.03
4.86,2.91,-3.79,4.86,2.91,-3.79,-4.27,1.79,-2.41
4.8,3.1,-3.61,4.8,3.1,-3.61,-5.52,1.61,-2.58
5.14,3.46,-3.48,5.14,3.46,-3.48,-5.34,2.15,-2.41
5.23,3.57,-3.39,5.23,3.57,-3.39,-6.05,0,-3.79
5.36,4.03,-3.36,5.36,4.03,-3.36,-6.05,-1.08,-2.41
5.43,4.61,-3.34,5.43,4.61,-3.34,-8.72,-1.25,-5.34
5.39,5.51,-3.24,5.39,5.51,-3.24,-6.94,-3.76,-5.68
5.31,4.86,-3.22,5.31,4.86,-3.22,-6.23,-4.12,-7.06
5.13,5.65,-2.91,5.13,5.65,-2.91,-8.72,-5.2,-7.4
4.77,5.57,-3.02,4.77,5.57,-3.02,-6.77,-6.45,-8.95
4.73,6.78,-3.15,4.73,6.78,-3.15,-7.48,-8.96,-9.64
4.61,7.06,-3.51,4.61,7.06,-3.51,-7.12,-10.75,-8.95
4.41,8.03,-3.77,4.41,8.03,-3.77,-6.05,-13.26,-11.36
4.33,8.49,-3.91,4.33,8.49,-3.91,-7.12,-12.9,-11.36
3.47,8.59,-4.01,3.47,8.59,-4.01,-6.05,-15.77,-12.74
2.94,9.09,-4.03,2.94,9.09,-4.03,-5.52,-17.02,-12.22
2.34,9.42,-4.04,2.34,9.42,-4.04,-5.34,-18.27,-13.09
1.77,9.99,-3.93,1.77,9.99,-3.93,-4.09,-19.17,-14.98
1.55,10.7,-3.96,1.55,10.7,-3.96,-3.92,-21.86,-16.88
0.86,11.1,-3.81,0.86,11.1,-3.81,-3.2,-23.66,-17.22
0.26,10.92,-3.61,0.26,10.92,-3.61,-0.89,-25.62,-18.08
-0.43,10.85,-3.43,-0.43,10.85,-3.43,-0.89,-23.11,-18.77
-0.85,10.56,-3.24,-0.85,10.56,-3.24,1.07,-25.8,-18.59
-1.16,10.48,-3.15,-1.16,10.48,-3.15,0.53,-28.12,-19.8
-1.44,10.51,-2.96,-1.44,10.51,-2.96,3.38,-28.12,-23.23
-1.88,9.85,-2.87,-1.88,9.85,-2.87,2.49,-28.67,-22.03
-2.35,9.98,-2.84,-2.35,9.98,-2.84,3.92,-30.45,-22.72
-2.43,9.61,-2.76,-2.43,9.61,-2.76,4.45,-31.36,-24.27
-2.55,9.98,-2.64,-2.55,9.98,-2.64,5.7,-30.81,-25.83
-2.66,10.03,-2.32,-2.66,10.03,-2.32,7.48,-32.59,-26.17
-2.91,10.16,-2.07,-2.91,10.16,-2.07,6.59,-32.44,-27.03
-3.22,10.27,-1.79,-3.22,10.27,-1.79,6.05,-34.03,-28.58
-3.38,10.35,-1.59,-3.38,10.35,-1.59,9.26,-32.97,-28.92
-3.32,10.22,-1.59,-3.32,10.22,-1.59,10.32,-33.31,-30.64
-3.64,10.61,-1.75,-3.64,10.61,-1.75,9.97,-34.03,-30.3
-3.86,10.89,-1.88,-3.86,10.89,-1.88,9.97,-33.69,0
-4.23,11.17,-1.98,-4.23,11.17,-1.98,10.32,-35.12,-33.38
